,date,text,sentiment
129,2023/12/15 18:05,"Bitcoin is a revolutionary tool for both investor diversification and cross-border currency exchange, says Franklin Templetonâs Sandy Kaul.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
130,2023/12/15 18:03,"Mysten Labs, founded by five former Facebook engineers, is working on its Layer 1 blockchain Sui to revolutionize the ease of sending money and cryptocurrencies.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
131,2023/12/15 18:00,A senior security engineer associated with an international technology company has pleaded guilty to computer fraud in connection with his hacking of two decentralized exchanges.,"{'class': 'negative', 'polarity': -0.25, 'subjectivity': 0.5}"
132,2023/12/15 17:59,"The Arbitrum One network stopped producing blocks at 10:29 am ET (13:29 UTC), according to an alert issued by the block explorer.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
133,2023/12/15 17:56,"Ankex, Qredoâs cryptocurrency exchange spearheaded by former Genesis Trading CEO, Michael Moro, has shut down operations.","{'class': 'negative', 'polarity': -0.08, 'subjectivity': 0.14}"
134,2023/12/15 17:45,The Campaign for Accountability released a new open letter criticizing Circleâs Cross Chain Transfer Protocol.,"{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.32}"
135,2023/12/15 17:30,"Bitcoin is likely to reach $1 million quickly due to a 'torrent of money' coming from institutional investors in 2024, according to the JAN3 CEO.","{'class': 'negative', 'polarity': -0.06, 'subjectivity': 0.69}"
136,2023/12/15 16:52,Bitcoin bulls face a battle for support on multiple timeframes as BTC price action stays volatile.,"{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.05}"
137,2023/12/15 16:39,"Coinbase foresees Ethereum's continued dominance in smart contracts in 2024, defying Solana's allure. ","{'class': 'positive', 'polarity': 0.21, 'subjectivity': 0.64}"
138,2023/12/15 16:26,Members of the crypto community shared their sentiments about the Ledger Connect exploit a day after the hack.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
139,2023/12/15 16:19,"The ERC-3643 Ethereum Improvement Proposal reached its final stage, emerging as a recognized standard for tokenizing real-world assets.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
140,2023/12/15 15:50,"Blockchain payment firm Ripple has rolled out a whitepaper on the state of Central Bank Digital Currencies (CBDCs), their utility in cross-border payments as well as challenges towards adoption in several jurisdictions.","{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.16}"
141,2023/12/15 15:42,"The Bitcoin (BTC) price has come under pressure on Friday, dipping 2% from around $43,000 to the low $42,000s in wake of hawkish commentary from a leading US Federal Reserve monetary policymaker John Williams.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.3}"
142,2023/12/15 14:00,"Today in crypto: a new Bitcoin infrastructure boom may be coming to strengthen North American network and hashrate dominance, Marathon Digital plans to acquire rival Bitcoin miners, and more news!","{'class': 'positive', 'polarity': 0.19, 'subjectivity': 0.24}"
143,2023/12/15 13:49,The surge in volatility that followed the US Federal Reserveâs interest rate announcement on Wednesday caused some $48 million to be liquidated in 24 hours in the Bitcoin market.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
144,2023/12/15 13:48,"Investment firm cyber.Fund has committed $100 million to projects at the intersection of blockchain technology, artificial intelligence (AI), and the Internet of Things (IoT).","{'class': 'negative', 'polarity': -0.4, 'subjectivity': 0.7}"
145,2023/12/15 13:32,"Iris Energy will receive mining hardware orders from Bitmain in the first six months of 2024, taking its operational mining capacity above 10 EH/s.","{'class': 'positive', 'polarity': 0.12, 'subjectivity': 0.22}"
146,2023/12/15 13:31,SEC Chair Gensler acknowledged that the sole factor prompting a reconsideration of spot Bitcoin ETF approvals is the court ruling. ,"{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.42}"
147,2023/12/15 12:00,"Resolving recent systemic failures in the cryptocurrency ecosystem and the prospect of spot Bitcoin ETF approvals could drive Bitcoin to $100,000 in 2024.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.25}"
148,2023/12/15 12:00,Bitcoin minersâ?revenue has reached all-time highs in part due to increased on-chain fees.,"{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.38}"
149,2023/12/15 11:47,Safemoon's liquidity pool was compromised resulting in a loss of almost $9 million earlier this year.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
150,2023/12/15 11:30,"Major auction house Sotheby's first inscription auction has been a success, closing with nearly $451,000 raised.","{'class': 'positive', 'polarity': 0.18, 'subjectivity': 0.31}"
151,2023/12/15 11:26,Asset manager First Trust has filed with the SEC for a Bitcoin buffer ETF intending to help investors mitigate risk by targeting downside protection.,"{'class': 'positive', 'polarity': 0.07, 'subjectivity': 0.47}"
152,2023/12/15 11:11,South Koreaâs central bank governor Lee Chang-yong is calling for action around central bank digital currencies (CBDC) which he says have become imperative and there is an urgency that can no longer be postponed.,"{'class': 'positive', 'polarity': 0.03, 'subjectivity': 0.15}"
153,2023/12/15 11:06,The digital asset market recorded positive developments throughout the year with significant institutional entries to the market in Q4 2023 as asset prices continue on an upward trajectory.,"{'class': 'positive', 'polarity': 0.2, 'subjectivity': 0.47}"
154,2023/12/15 9:56,"Stealth addresses in cryptocurrencies act like secret codes for transactions, providing enhanced privacy by generating unique addresses for each payment.","{'class': 'negative', 'polarity': -0.01, 'subjectivity': 0.85}"
155,2023/12/15 9:45,"Itâs been an excellent month for Cardano (ADA) holders, with the tokenâs price up over 84% since mid-November. Given the rapid price appreciation, AI model ChatGPT has weighed in on","{'class': 'positive', 'polarity': 1.0, 'subjectivity': 1.0}"
156,2023/12/15 9:41,Fifty-six percent of survey respondents said that the complexity of implementation is the largest hurdle to launching a crypto solution.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
157,2023/12/15 9:17,The mania for BONK continues to pump Solana-related tokens higher. ,"{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.5}"
158,2023/12/15 8:46,"Bitcoin stands to enjoy further relief if its standard relationship to DXY weakness holds firm, as the dollar shrinks on Fed 'pivot' bets.","{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.35}"
159,2023/12/15 8:45,"Irresistible arbitrage opportunity: Airdrop value exceeds phone cost, boosting Saga phone sales by 10x in 48 hours.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
160,2023/12/15 7:18,"The U.S. SEC Chair Gary Gensler highlights the SEC's revised stance on spot Bitcoin ETF applications, following recent court decisions.","{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.39}"
161,2023/12/15 7:03,"Everyone generally assumes that Bitcoin and crypto markets will repeat previous cycles and commence a major bull run in 2024 and 2025, but some have questioned this.\xa0","{'class': 'negative', 'polarity': -0.02, 'subjectivity': 0.39}"
162,2023/12/15 6:04,"In the ever-shifting landscape of cryptocurrency, Bitcoin encounters resistance at the crucial $43,400 mark, forming a challenging double top pattern. This movement comes amid a backdrop of the Federal Reserve's nuanced monetary balancing act, which has sent ripples across financial markets globally.","{'class': 'positive', 'polarity': 0.17, 'subjectivity': 0.42}"
163,2023/12/15 5:31,"After Coinbase, Binance has announced to list hyped meme coin BONK under seed tag section. The trading for the Solana-based meme coin will open at 16:00 Beijing time.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
164,2023/12/15 5:21,"At current prices, the free BONK airdrop for Saga owners stands at $877, making it â?at least temporarily â?a âphone that pays for itself.â?,Solana phone sales skyrocket as degens scramble for pumped-up BONK,https://cointelegraph.com/news/solana-phone-sales-surge-traders-seek-bonk-airdrop-opportunity
2023-12-15 05:14:00,{'class': 'positive'","{'class': 'positive', 'polarity': 0.03, 'subjectivity': 0.53}"
165,2023/12/15 5:00,A top Russian politician says that Moscow and Beijing could begin using their CBDCs â?the digital ruble and digital yuan â?to make payments as early as 2024.,"{'class': 'positive', 'polarity': 0.12, 'subjectivity': 0.16}"
166,2023/12/15 4:38,"The SEC chair could be softening his stance on Bitcoin ETFs following the Grayscale court victory, but if so, he hasnât admitted it outright.","{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.35}"
167,2023/12/15 4:31,Decentralized finance protocol SafeMoon has officially filed for Chapter 7 bankruptcy protection in the face of mounting allegations of fraud and mismanagement.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
168,2023/12/15 1:56,"The Safemoon token nosedived following the firm filing for bankruptcy protection, but has regained slightly since.","{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.22}"
169,2023/12/15 1:29,"Ben Horowitz, one of the firmâs founders, has pledged to support any politician that helps push crypto and AI technology forward.","{'class': 'negative', 'polarity': -0.2, 'subjectivity': 0.4}"
170,2023/12/15 1:16,Polemos co-founder Richard McLaren believes the future of blockchain gaming will involve gamers and developers renting out their in-game NFTs for profit.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.12}"
171,2023/12/15 0:30,Hong Kong-based firms have made the first âcross-borderâ?commodity payments with the Mainland Chinese digital yuan as the CBDC takes its first international steps.,"{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.13}"
172,2023/12/14 23:30,"According to Cyvers, the attacker caused malicious code to be inserted into multiple app user interfaces, allowing the exploiter to fool users into confirming transactions.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
173,2023/12/14 23:30,Hardware wallet provider Ledger has warned users to avoid connecting to any supported decentralized applications (dApps) using its software due to a compromise in its Library ConnectKit.,"{'class': 'negative', 'polarity': -0.12, 'subjectivity': 0.38}"
174,2023/12/14 23:30,"The SECâs preferred model could adversely impact Grayscale by subjecting the fundâs early holders to large, premature capital gains taxes.\xa0","{'class': 'positive', 'polarity': 0.07, 'subjectivity': 0.44}"
175,2023/12/14 22:53,"McDermott foresees blockchain-based trading volumes rising in 1-2 years, with major market development expected in 3-5 years. ","{'class': 'negative', 'polarity': -0.02, 'subjectivity': 0.45}"
176,2023/12/14 21:59,Government policy and challenges getting projects online complicate energy policy and may have grave consequences.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
177,2023/12/14 21:44,Blue-chip cryptocurrency markets are mostly higher on Thursday as the crypto market benefits from macro tailwinds with US stocks pushing higher and US government bond yields and the US Dollar Index (DXY) dumping. Here are some of the biggest crypto gainers on Uniswap.,"{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.5}"
178,2023/12/14 21:37,"Bitcoin ETFs and the halving are overrated, but protodanksharding is something to look forward to, the bankâs analysts claimed.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
179,2023/12/14 21:04,"Although the offer looks good on paper, it would give users far less than many feel they deserve.","{'class': 'positive', 'polarity': 0.28, 'subjectivity': 0.54}"
180,2023/12/14 20:54,"CEO and Chairman Pascal Gauthier says the company is working with law enforcement to 'find this bad actor, bring them to justice.'","{'class': 'negative', 'polarity': -0.7, 'subjectivity': 0.67}"
181,2023/12/14 20:11,"Four individuals have been charged by the Department of Justice for their alleged roles in a scheme designed to launder millions in proceeds of a cryptocurrency investment scam, according to a recently unsealed indictment.","{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.17}"
182,2023/12/14 19:27,"Bitcoin's recent price surge beyond $42,000 marks a significant turnaround in its market trajectory, particularly in light of dovish signals from the US Federal Reserve.","{'class': 'positive', 'polarity': 0.26, 'subjectivity': 0.61}"
183,2023/12/14 19:25,Anticipation grows as analysts forecasts 90% chance of SEC approving spot Bitcoin ETF by January 10. ,"{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.6}"
184,2023/12/14 19:18,"ADA, SOL and DOT are showing strong bullish momentum as Bitcoin price consolidates.","{'class': 'positive', 'polarity': 0.43, 'subjectivity': 0.73}"
185,2023/12/14 19:00,"Polygon zkEVM's projects will be able to access and leverage data from several premium aggregators, thereby expanding the DeFi landscape.","{'class': 'positive', 'polarity': 0.25, 'subjectivity': 0.31}"
186,2023/12/14 18:53,"Taurus, a Swiss crypto custody firm supported by Deutsche Bank, has entered into a partnership with Teylor, a fintech lending platform based in Zurich and specializing in the German SME marketplace.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.2}"
187,2023/12/14 18:48,The Commodity Futures Trading Commission has voted on a proposal to introduce a rule aimed at enhancing safeguards for individuals engaging in trades through a derivatives clearing organization.,"{'class': 'positive', 'polarity': 0.4, 'subjectivity': 0.7}"
188,2023/12/14 18:14,"Stronger-than-expected US November Retail Sales data released earlier on Thursday triggered a sudden near-$1,500 drop in Bitcoin from just under $43,000 to around $41,500, but the BTC price has since recovered aggressively as markets continue betting on a dovish pivot in Fed policy.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
189,2023/12/14 17:45,"Following the demise of the popular crypto mixing protocol, Tornado Cash, the Bitcoin ecosystem has become a preferred avenue for discreet fund movement, according to research by blockchain analytics firm CertiK.","{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.47}"
190,2023/12/14 17:18,"Approval phishing scams are on the rise in the crypto space, with early $375 million stolen this year alone, according to new data from blockchain analytics firm, Chainalysis.","{'class': 'positive', 'polarity': 0.01, 'subjectivity': 0.38}"
191,2023/12/14 17:16,"Ordinals are inviting more value, fees, and data into every Bitcoin block, according to Glassnode's lead analyst. ","{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.5}"
192,2023/12/14 17:01,Crypto KYC solutions are advancing using emerging technology and blockchain analytics to drive adoptions and better user experience.,"{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.5}"
193,2023/12/14 16:49,Wallet provider MetaMask was also affected by the incident. Ledger released a patch to resolve the issue but warned users to wait 24 hours before using its connector library again.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
194,2023/12/14 16:10,Ledger has since attributed the exploit to a phishing attack on a former employee.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
195,2023/12/14 16:04,The Basel Committee for Banking Supervision (BCBS) wants to tighten rules to classify stablecoins as less risky assets than Bitcoin (BTC) and other unbacked cryptocurrencies.,"{'class': 'negative', 'polarity': -0.03, 'subjectivity': 0.18}"
196,2023/12/14 15:52,"Taipei Blockchain Week kicked off this week with around 2,000 people from the crypto community gathering on Thursday to hear industry players discuss blockchain trends ranging from Llayer 1's role in Web3's in 2024 to the future of decentralized finance (DeFi).","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.12}"
197,2023/12/14 15:50,"Rulematch focuses on traditional financial powerhouses, operating solely as a trading platform.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.38}"
198,2023/12/14 15:35,"Bitcoin and altcoins are a sure-fire bet ahead of a 'great pivot' by the Fed on interest rates in 2024, Hayes believes.","{'class': 'positive', 'polarity': 0.8, 'subjectivity': 0.75}"
199,2023/12/14 15:33,"The hacker behind the attack on Ledgerâs connector library has stolen at least $484,000, according to blockchain analysis platform Lookonchain.","{'class': 'negative', 'polarity': -0.35, 'subjectivity': 0.55}"
200,2023/12/14 14:35,"As Turkey prepares for new legislation in the crypto sector, major banking institutions in the country are making moves to secure their positions in the digital asset space.","{'class': 'positive', 'polarity': 0.15, 'subjectivity': 0.39}"
201,2023/12/14 14:33,"Crypto prices have turned green this week after a brief pullback, with market leaders like Bitcoin and Ethereum up 4.17% and 4.69% today and other cryptos like Cardano, Internet Computer,","{'class': 'negative', 'polarity': -0.11, 'subjectivity': 0.34}"
202,2023/12/14 14:18,"The cryptocurrency industry is on the brink of a transformative shift in Anti-Money Laundering (AML) compliance, a change propelled by the recent landmark fine imposed on Binance and its CEO, Changpeng Zhao.","{'class': 'positive', 'polarity': 0.21, 'subjectivity': 0.38}"
203,2023/12/14 14:10,Suspected losses in approval phishing for 2023 alone amount to at least $374 million.,"{'class': 'negative', 'polarity': -0.3, 'subjectivity': 0.4}"
204,2023/12/14 14:02,The price of bitcoin went on a rollercoaster amid the news about Ledger's vulnerability. ,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
205,2023/12/14 14:01,Blockstream CEO Adam Back says 2023 presented a unique investment opportunity with Bitcoinâs price doubling amid low ASIC miner prices on secondary markets.,"{'class': 'positive', 'polarity': 0.02, 'subjectivity': 0.4}"
206,2023/12/14 14:01,"The rise in El Salvadorâs bond prices âalmost defies gravity,â?and it may soon have access to Eurobond markets, said Santander Bank.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
207,2023/12/14 14:00,"Today in crypto: Immutable zkEVM will enable game developers to âeliminate the very concept of gas fees,â?Lufthansa partners with blockchain-based B2B marketplace qiibee, and more news!","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.4}"
208,2023/12/14 14:00,"According to on-chain analytics firm Chainalysis, romance scammers increasingly use this method to steal their victimâs hard-earned crypto.","{'class': 'negative', 'polarity': -0.14, 'subjectivity': 0.23}"
209,2023/12/14 14:00,Ava Labs' said that users of its Core app will be able to create a wallet and multi-chain seed phrase with their Gmail.,"{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.62}"
210,2023/12/14 13:52,"A vulnerability has been identified in Ledger's library, compromising a number of Web3 interactions. ","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
211,2023/12/14 13:47,"Argentina's newly elected libertarian president, Javier Milei, has devalued the nation's currency, the peso, by over 50% and received praise from the IMF for his plans.","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.45}"
212,2023/12/14 13:45,"Multiple popular decentralized applications (dApps) have been compromised following a hack against a popular Web3 connector on Wednesday, numerous software experts confirmed on Thursday.\r\n\r\nâDo not interact with ANY dApps until further notice,â?warned Matthew Lilley, CTO of SushiSwap, in a post...","{'class': 'positive', 'polarity': 0.23, 'subjectivity': 0.56}"
213,2023/12/14 13:38,Blockchain tokenization provides an alternative means for SMEs to raise capital and liquidity while building diversified investment opportunities.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
214,2023/12/14 13:25,"Multiple decentralized applications using Ledger's connector library have been compromised, including SushiSwap and Revoke.cash,","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
215,2023/12/14 13:11,"Toronto Stock Exchange owner TMX is finalizing the purchase of VettaFi, an ETF tool that lists blockchain and cryptocurrency-themed ETFs, including the VanEck Digital Transformation ETF.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
216,2023/12/14 12:50,Data shared by CertiK showed that a third of the losses from 50 of the largest crypto exploits in 2023 ended up in the Bitcoin network.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
217,2023/12/14 12:49,The Philippine Securities and Exchange Commission (SEC) has clarified the issues raised over the former advisory to the effect that any unregistered platform will be banned after three months.,"{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.3}"
218,2023/12/14 12:25,Some crypto-linked ETFs like the VanEck Digital Transformation ETF and Global X Blockchain ETF have surged as much as 200% and higher in 2023.,"{'class': 'positive', 'polarity': 0.11, 'subjectivity': 0.17}"
219,2023/12/14 11:56,"SEC Chair Gary Gensler appeared reluctant to discuss cryptocurrency during a meeting focused on the U.S. Treasury market, evading a reporter's question regarding the status of spot bitcoin ETF applications.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.6}"
220,2023/12/14 11:29,Invesco and Galaxy Digital may have to wait till February 2024 to know if the SEC will approve or not their joint spot Ethereum ETF application. ,"{'class': 'negative', 'polarity': -0.05, 'subjectivity': 0.3}"
221,2023/12/14 11:00,"Illiquid tangible goods are turning into traded and divided assets with blockchain-based asset tokenization, and bonds might be next in line.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
222,2023/12/14 10:30,The management team of the blockchain chess game Immortal Game has decided to kill off the NFT and P2E features. The reason: widespread cheating.,"{'class': 'negative', 'polarity': -0.4, 'subjectivity': 0.4}"
223,2023/12/14 10:10,Decentralized finance (DeFi) protocols Yearn.finance has called on arbitrage traders to return excess profits they accrued as a result of a multi-signature scripting error that led to a $1.4 million drain.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
224,2023/12/14 9:47,"Ethereum's co-founder, Vitalik Buterin, proposes the enshrined ZK-EVM, aiming to significantly boost the main chain's efficiency and capabilities.","{'class': 'positive', 'polarity': 0.27, 'subjectivity': 0.6}"
225,2023/12/14 9:28,The IMF Chief Kristalina Georgieva acknowledged that the increase in crypto adoption could âundermine macro-financial stability.â?IMF Head Urges For Clear Rules and Infrastructure to Curb Crypto Risks,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
226,2023/12/14 9:20,"Bitcoin traders' cold feet subsides as BTC price strength takes the market back to $43,000.","{'class': 'negative', 'polarity': -0.3, 'subjectivity': 0.5}"
227,2023/12/14 9:00,Cronos Labs claims the new chain is the first public testnet utilizing the ZK Stack framework.,"{'class': 'positive', 'polarity': 0.13, 'subjectivity': 0.28}"
228,2023/12/14 8:48,Solana-based meme coin BONK has gained more than 45% in the past 24 hours following the announcement of its listing on prominent exchange Coinbase.,"{'class': 'positive', 'polarity': 0.19, 'subjectivity': 0.46}"
229,2023/12/14 8:16,"The digital currency landscape is abuzz as Bitcoin's price soars to $42,777, marking a significant 4% increase on Thursday. This rally is buoyed by a wave of optimism following the Federal Reserve's latest FOMC meeting.","{'class': 'positive', 'polarity': 0.22, 'subjectivity': 0.47}"
230,2023/12/14 8:16,"Tapping into underlying blockchain infrastructure, Nodleâs Click application allows users to authenticate media content for various use cases.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.5}"
231,2023/12/14 7:34,Crypto investment firm Bitwise has made a number of predictions for the coming year and one of them is a new all-time high for Bitcoin prices.,"{'class': 'positive', 'polarity': 0.03, 'subjectivity': 0.46}"
232,2023/12/14 6:37,The U.S. SEC has pushed its decision on Invesco Galaxy's spot Ethereum ETF application to February 2024.,"{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.6}"
233,2023/12/14 6:33,Gemini Earn creditors could potentially face up to 70% reduction in their promised crypto payouts as part of a proposed reorganization plan.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 1.0}"
234,2023/12/14 5:59,The Russian Ministry of Finance has presented the idea of exporting cryptocurrencies as a product of mining activities.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
235,2023/12/14 5:35,"It has been a wild ride for Dogecoin (DOGE) in 2023, with the worldâs largest meme coin experiencing several peaks and troughs. Despite the lack of price stability, AI model","{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.2}"
236,2023/12/14 5:12,"With the expectation of further rate cuts heading into 2024, analysts say this could be a 'positive boost' for crypto stocks and investment products.","{'class': 'positive', 'polarity': 0.11, 'subjectivity': 0.52}"
237,2023/12/14 5:12,"The US crypto landscape remains in limbo as the ongoing ""turf war"" over jurisdiction between the CFTC and SEC persists.","{'class': 'negative', 'polarity': -0.1, 'subjectivity': 0.6}"
238,2023/12/14 5:06,"Under the proposed plan, Gemini Earn users may only recover 61% of their lost funds in a worst-case scenario.","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 1.0}"
239,2023/12/14 5:00,The crypto exchange giant Coinbase says that Brazil has âbecome a central focusâ?in its âglobal growth strategy.â?Brazil Expansion Is âCentral Focusâ?for Coinbase,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.42}"
240,2023/12/14 4:35,"Bitwise's senior research analyst, Ryan Rasmussen, predicted a new all-time high for Bitcoin price next year, surpassing $80,000.","{'class': 'positive', 'polarity': 0.1, 'subjectivity': 0.33}"
241,2023/12/14 4:30,"The SEC is pushing Bitcoin ETF issuers down the cash create route for creation and redemptions, but BlackRock has other ideas.","{'class': 'negative', 'polarity': -0.13, 'subjectivity': 0.42}"
242,2023/12/14 3:27,"The rules allow crypto-holding companies to now report their paper gains, not just losses, which industry observers say could give more firms confidence to buy.","{'class': 'positive', 'polarity': 0.5, 'subjectivity': 0.5}"
243,2023/12/14 1:54,Bitwise isnât alone in its bullishness on stablecoins with Circle CEO Jeremy Allaire predicting the explosive growth of the sector due to a âhuge appetiteâ?for digital dollars.,"{'class': 'positive', 'polarity': 0.09, 'subjectivity': 0.42}"
244,2023/12/14 0:30,"Russian industrial miners may be given the right to sell cryptoassets as âexport products,â?the nationâs finance ministry said.","{'class': 'positive', 'polarity': 0.14, 'subjectivity': 0.27}"
245,2023/12/14 0:09,A Yearn contributor said the value lost came from âstrictly protocol owned liquidityâ?in the protocolâs treasury and that customer funds werenât impacted.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
246,2023/12/14 0:06,"Though market corrections and leverage-driven wipeouts will occur, Will Clemente says Bitcoinâs on-chain indicators show bullish times are ahead..","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
247,2023/12/13 23:30,"Leading Bitcoin timechain technology firm Blockstream has announced the successful completion of its Series 1 Blockstream ASIC (BASIC) Note raise, securing an impressive $5.07 million.","{'class': 'positive', 'polarity': 0.39, 'subjectivity': 0.62}"
248,2023/12/13 23:13,"Project Diamond's introductory phase is exclusively accessible to international institutional users, as confirmed by Coinbase.","{'class': 'positive', 'polarity': 0.26, 'subjectivity': 0.46}"
249,2023/12/13 23:11,"Customer deposits at sibling crypto exchanges HTX and Poloniex are â?00% safeâ?despite multiple recent hacks, according to Justin Sun â?the owner of both platforms.\r\n\r\nIn conversation with CoinDesk, said that both platforms have recovered from the hack, and have already resumed user withdrawals...","{'class': 'positive', 'polarity': 0.17, 'subjectivity': 0.25}"
250,2023/12/13 22:20,"The rule takes effect roughly a year from now, but corporations may leverage the new accounting standard well before then.","{'class': 'positive', 'polarity': 0.01, 'subjectivity': 0.28}"
251,2023/12/13 22:00,"Immutableâs blockchain protocol will allow the game studio to cut out gas fees for users, which is widely cited as a significant barrier to Web3 gaming adoption.","{'class': 'negative', 'polarity': -0.04, 'subjectivity': 0.56}"
252,2023/12/13 21:49,"Bipartisan support expands for applying anti-money laundering rules to crypto as CFTC Chairman classifies tokens as commodities, not securities. Meanwhile Republican lawmaker slams SEC's lack of clear crypto regulation and India signals gradual approach to crafting digital asset legislation.","{'class': 'positive', 'polarity': 0.0, 'subjectivity': 0.33}"
253,2023/12/13 21:44,Bitcoin proves its value as an inflation hedge and store of value by hitting repeat all-time highs in multiple currencies.,"{'class': 'positive', 'polarity': 0.15, 'subjectivity': 0.0}"
254,2023/12/13 21:30,The commission had until Dec. 23 to decide or punt on approval or disapproval for the spot crypto investment vehicle.,"{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
255,2023/12/13 21:28,One clear winner is emerging in the race for stablecoin dominance and some have suggested it could be the equivalent of a global CBDC.\xa0,"{'class': 'positive', 'polarity': 0.05, 'subjectivity': 0.19}"
256,2023/12/13 21:19,"Bitcoin, the pioneering and most prominent cryptocurrency, has recently faced a downward trend, slipping below $42,000 earlier this week. This decline, accentuated by the release of the latest US Consumer Price Index (CPI) numbers, raises questions about the asset's short-term trajectory.","{'class': 'positive', 'polarity': 0.23, 'subjectivity': 0.54}"
257,2023/12/13 21:07,"A subsidiary of the Bahrain-based Bitcoin exchange, CoinMENA FZE, has been granted a Virtual Asset Service Provider (VASP) license by Dubai's Virtual Asset Regulatory Authority (VARA).","{'class': 'neutral', 'polarity': 0.0, 'subjectivity': 0.0}"
258,2023/12/13 20:39,"The Bitcoin (BTC) price is pumping on Wednesday amid a dovish reaction across traditional asset markets to the US Federal Reserveâs latest policy announcement.\xa0BTC was last up 3.2% on the day and trading in the upper $42,000s, with bulls eyeing a near-term retest of yearly highs printed earlier in the month in the upper $44,000s.","{'class': 'positive', 'polarity': 0.08, 'subjectivity': 0.37}"
259,2023/12/13 20:13,"Coinbase announced the launch of spot trading for non-US investors on its international exchange on Wednesday, marking the latest phase of the companyâs global expansion.","{'class': 'positive', 'polarity': 0.17, 'subjectivity': 0.3}"
